ano,Categoria CID-10,mes,OBITOS,AREA_DESMATADA_KM2,FRP,RISCOFOGO,PRECIPITACAO,DIASEMCHUVA,pm2.5_atm,QUALIDADE_AR_CLASSIFICADA,CID_PURO,Sensibilidade
2022,J18   Pneumonia p/microorg NE,8,20,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J18,Média
2022,J20   Bronquite aguda,8,-,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J20,Média
2022,J21   Bronquiolite aguda,8,-,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,8,-,0.4431254193363511,7.482051282051282,0.1283636363636363,1.6553623188405795,-41.18840579710145,28.739833333333333,Moderada,J22,Média
2022,J10   Influenza dev outro virus influenza ident,9,4,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J10,Média
2022,J11   Influenza dev virus nao identificado,9,1,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J11,Média
2022,J12   Pneumonia viral NCOP,9,1,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J12,Média
2022,J15   Pneumonia bacter NCOP,9,9,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J15,Média
2022,J18   Pneumonia p/microorg NE,9,18,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J18,Média
2022,J20   Bronquite aguda,9,-,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J20,Média
2022,J21   Bronquiolite aguda,9,-,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,9,-,0.4072789081709509,10.76551724137931,0.1286231884057971,1.1677931034482758,2.3517241379310345,32.6945,Moderada,J22,Média
2022,J10   Influenza dev outro virus influenza ident,10,2,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J10,Média
2022,J11   Influenza dev virus nao identificado,10,2,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J11,Média
2022,J12   Pneumonia viral NCOP,10,1,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J12,Média
2022,J15   Pneumonia bacter NCOP,10,14,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J15,Média
2022,J18   Pneumonia p/microorg NE,10,15,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J18,Média
2022,J20   Bronquite aguda,10,-,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J20,Média
2022,J21   Bronquiolite aguda,10,-,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,10,-,0.2040913008648712,4.9366666666666665,0.0296296296296296,2.423,1.7666666666666666,26.647,Moderada,J22,Média
2022,J10   Influenza dev outro virus influenza ident,11,-,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J10,Média
2022,J11   Influenza dev virus nao identificado,11,6,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J11,Média
2022,J12   Pneumonia viral NCOP,11,-,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J12,Média
2022,J15   Pneumonia bacter NCOP,11,14,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J15,Média
2022,J18   Pneumonia p/microorg NE,11,20,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J18,Média
2022,J20   Bronquite aguda,11,-,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J20,Média
2022,J21   Bronquiolite aguda,11,1,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,11,1,0.1231031447865002,4.321428571428571,0.05,3.8469230769230767,2.1538461538461537,18.118,Moderada,J22,Média
2022,J10   Influenza dev outro virus influenza ident,12,-,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J10,Média
2022,J11   Influenza dev virus nao identificado,12,1,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J11,Média
2022,J12   Pneumonia viral NCOP,12,2,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J12,Média
2022,J15   Pneumonia bacter NCOP,12,16,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J15,Média
2022,J18   Pneumonia p/microorg NE,12,32,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J18,Média
2022,J20   Bronquite aguda,12,-,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J20,Média
2022,J21   Bronquiolite aguda,12,-,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J21,Média
2022,J22   Infecc agudas NE das vias aereas infer,12,-,0.027483759661027,1.54,0.01,1.8425,0.0,10.16875,Boa,J22,Média
2023,J10   Influenza dev outro virus influenza ident,1,3,0.0550475875056018,,,,,6.792999999999999,Boa,J10,Média
2023,J11   Influenza dev virus nao identificado,1,3,0.0550475875056018,,,,,6.792999999999999,Boa,J11,Média
2023,J12   Pneumonia viral NCOP,1,1,0.0550475875056018,,,,,6.792999999999999,Boa,J12,Média
2023,J15   Pneumonia bacter NCOP,1,17,0.0550475875056018,,,,,6.792999999999999,Boa,J15,Média
2023,J18   Pneumonia p/microorg NE,1,25,0.0550475875056018,,,,,6.792999999999999,Boa,J18,Média
2023,J21   Bronquiolite aguda,1,-,0.0550475875056018,,,,,6.792999999999999,Boa,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,1,-,0.0550475875056018,,,,,6.792999999999999,Boa,J22,Média
2023,J10   Influenza dev outro virus influenza ident,2,2,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J10,Média
2023,J11   Influenza dev virus nao identificado,2,3,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J11,Média
2023,J12   Pneumonia viral NCOP,2,-,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J12,Média
2023,J15   Pneumonia bacter NCOP,2,26,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J15,Média
2023,J18   Pneumonia p/microorg NE,2,29,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J18,Média
2023,J21   Bronquiolite aguda,2,-,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,2,1,0.181530674148674,1.9,,9.1,1.0,3.83175,Boa,J22,Média
2023,J10   Influenza dev outro virus influenza ident,4,6,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J10,Média
2023,J11   Influenza dev virus nao identificado,4,5,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J11,Média
2023,J12   Pneumonia viral NCOP,4,-,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J12,Média
2023,J15   Pneumonia bacter NCOP,4,24,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J15,Média
2023,J18   Pneumonia p/microorg NE,4,28,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J18,Média
2023,J21   Bronquiolite aguda,4,-,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,4,-,0.3471867929334659,0.75,,8.715,1.0,4.856277777777779,Boa,J22,Média
2023,J10   Influenza dev outro virus influenza ident,5,2,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J10,Média
2023,J11   Influenza dev virus nao identificado,5,1,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J11,Média
2023,J12   Pneumonia viral NCOP,5,1,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J12,Média
2023,J15   Pneumonia bacter NCOP,5,22,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J15,Média
2023,J18   Pneumonia p/microorg NE,5,33,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J18,Média
2023,J21   Bronquiolite aguda,5,4,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,5,1,0.5818300963468707,2.075,0.0,1.395,0.0,5.487222222222222,Boa,J22,Média
2023,J10   Influenza dev outro virus influenza ident,6,4,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J10,Média
2023,J11   Influenza dev virus nao identificado,6,3,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J11,Média
2023,J12   Pneumonia viral NCOP,6,1,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J12,Média
2023,J15   Pneumonia bacter NCOP,6,38,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J15,Média
2023,J18   Pneumonia p/microorg NE,6,34,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J18,Média
2023,J21   Bronquiolite aguda,6,2,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,6,1,0.4985479141020253,4.152380952380953,0.0344444444444444,0.189047619047619,3.571428571428572,9.07795,Boa,J22,Média
2023,J10   Influenza dev outro virus influenza ident,7,1,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J10,Média
2023,J11   Influenza dev virus nao identificado,7,1,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J11,Média
2023,J12   Pneumonia viral NCOP,7,4,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J12,Média
2023,J15   Pneumonia bacter NCOP,7,28,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J15,Média
2023,J18   Pneumonia p/microorg NE,7,36,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J18,Média
2023,J21   Bronquiolite aguda,7,2,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,7,-,0.3449754120867559,11.909090909090908,0.2129411764705882,0.5572727272727273,4.136363636363637,14.7505,Moderada,J22,Média
2023,J10   Influenza dev outro virus influenza ident,8,3,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J10,Média
2023,J11   Influenza dev virus nao identificado,8,1,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J11,Média
2023,J12   Pneumonia viral NCOP,8,1,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J12,Média
2023,J15   Pneumonia bacter NCOP,8,18,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J15,Média
2023,J18   Pneumonia p/microorg NE,8,39,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J18,Média
2023,J21   Bronquiolite aguda,8,1,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,8,-,0.3225456920701262,6.096551724137931,0.1520253164556962,2.104942528735632,2.425287356321839,22.723750000000003,Moderada,J22,Média
2023,J10   Influenza dev outro virus influenza ident,9,-,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J10,Média
2023,J11   Influenza dev virus nao identificado,9,-,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J11,Média
2023,J12   Pneumonia viral NCOP,9,4,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J12,Média
2023,J15   Pneumonia bacter NCOP,9,27,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J15,Média
2023,J18   Pneumonia p/microorg NE,9,16,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J18,Média
2023,J21   Bronquiolite aguda,9,1,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,9,-,0.3322599722181735,13.673885350318471,0.4536912751677852,1.6037579617834394,4.560509554140127,38.29795454545455,Ruim,J22,Média
2023,J10   Influenza dev outro virus influenza ident,10,-,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J10,Média
2023,J11   Influenza dev virus nao identificado,10,-,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J11,Média
2023,J12   Pneumonia viral NCOP,10,6,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J12,Média
2023,J15   Pneumonia bacter NCOP,10,18,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J15,Média
2023,J18   Pneumonia p/microorg NE,10,20,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J18,Média
2023,J21   Bronquiolite aguda,10,1,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,10,-,0.163958094206068,9.411650485436892,0.3762376237623762,1.052718446601942,4.252427184466019,59.329,Muito Ruim,J22,Média
2023,J10   Influenza dev outro virus influenza ident,11,-,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J10,Média
2023,J11   Influenza dev virus nao identificado,11,1,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J11,Média
2023,J12   Pneumonia viral NCOP,11,-,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J12,Média
2023,J15   Pneumonia bacter NCOP,11,11,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J15,Média
2023,J18   Pneumonia p/microorg NE,11,32,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J18,Média
2023,J21   Bronquiolite aguda,11,-,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,11,-,0.0541788307443943,4.64,0.0636,0.7676000000000001,5.48,49.07219230769231,Ruim,J22,Média
2023,J10   Influenza dev outro virus influenza ident,12,-,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J10,Média
2023,J11   Influenza dev virus nao identificado,12,1,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J11,Média
2023,J12   Pneumonia viral NCOP,12,1,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J12,Média
2023,J15   Pneumonia bacter NCOP,12,13,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J15,Média
2023,J18   Pneumonia p/microorg NE,12,21,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J18,Média
2023,J21   Bronquiolite aguda,12,-,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J21,Média
2023,J22   Infecc agudas NE das vias aereas infer,12,1,0.0471892877110431,4.5,0.02,10.8,1.0,,Sem dados,J22,Média
